customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00816,Female,0,No,Yes,61,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,91.48,5623.18,No
CUST-00817,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Electronic check,33.58,71.87,No
CUST-00818,Male,0,Yes,Yes,7,Yes,Yes,No,No,No internet service,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),49.34,331.78,No
CUST-00819,Female,1,Yes,Yes,48,Yes,No,DSL,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),68.61,3296.08,Yes
CUST-00820,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),111.52,8038.73,No
CUST-00821,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,87.41,75.73,No
CUST-00822,Female,0,No,No,48,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),73.75999999999999,3519.29,Yes
CUST-00823,Male,0,No,No,9,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.51,791.0,No
CUST-00824,Female,0,No,No,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),93.18,4382.12,No
CUST-00825,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),140.0,6293.11,No
CUST-00826,Female,0,No,Yes,6,Yes,No,No,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.62,325.7,Yes
CUST-00827,Female,0,No,Yes,49,Yes,No,No,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),57.22,2801.05,Yes
CUST-00828,Male,0,Yes,No,65,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),52.43,3405.16,Yes
CUST-00829,Male,0,No,No,63,No,No phone service,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.12,6178.03,Yes
CUST-00830,Male,0,Yes,Yes,2,Yes,No,DSL,Yes,No internet service,No internet service,No,No,Yes,One year,No,Mailed check,50.46,84.5,Yes
CUST-00831,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.47,1332.54,Yes
CUST-00832,Female,1,Yes,No,17,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),65.71000000000001,1106.56,No
CUST-00833,Male,0,Yes,Yes,33,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,66.86,2207.02,Yes
CUST-00834,Female,0,Yes,Yes,10,Yes,No,DSL,No internet service,No,No,No,No internet service,No,Two year,No,Electronic check,46.96,432.17,Yes
CUST-00835,Female,1,Yes,No,62,Yes,No,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,56.72,3535.53,Yes
CUST-00836,Male,0,Yes,Yes,56,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),82.09,,No
CUST-00837,Female,0,No,No,59,Yes,Yes,No,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,38.79,2267.31,No
CUST-00838,Male,1,Yes,No,14,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,One year,No,Electronic check,67.97999999999999,984.05,No
CUST-00839,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,91.52,92.36,Yes
CUST-00840,Male,0,Yes,No,66,Yes,No,No,No,No internet service,No,Yes,No,Yes,One year,Yes,Electronic check,40.76,2663.46,No
CUST-00841,Female,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),107.98,2299.01,Yes
CUST-00842,Female,0,No,No,47,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,One year,Yes,Mailed check,98.84,4672.58,Yes
CUST-00843,Male,0,No,No,66,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,52.97,3477.84,Yes
CUST-00844,Female,0,Yes,No,2,Yes,No,DSL,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,73.42,140.38,No
CUST-00845,Male,0,Yes,Yes,0,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,One year,No,Credit card (automatic),41.68,0.0,Yes
CUST-00846,Female,0,No,Yes,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),131.26999999999998,0.0,Yes
CUST-00847,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,Yes,Mailed check,76.48,847.77,Yes
CUST-00848,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,Yes,Electronic check,91.47,291.31,No
CUST-00849,Male,1,No,No,59,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),65.35,3868.79,No
CUST-00850,Male,0,Yes,Yes,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),97.08,4272.18,No
CUST-00851,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),86.81,6182.35,No
CUST-00852,Male,0,No,No,58,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.1,1607.09,No
CUST-00853,Male,0,Yes,Yes,70,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),98.77,6950.27,Yes
CUST-00854,Male,0,Yes,Yes,17,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),57.75,966.31,No
CUST-00855,Male,1,Yes,No,21,Yes,Yes,No,Yes,No,Yes,No internet service,No,Yes,One year,Yes,Mailed check,48.7,1009.48,No
CUST-00856,Male,0,No,No,62,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),91.04,5632.98,No
CUST-00857,Male,0,Yes,Yes,17,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),89.78,1513.3,No
CUST-00858,Female,1,Yes,Yes,4,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.94,299.91,No
CUST-00859,Male,0,No,No,48,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),111.58,5351.21,Yes
CUST-00860,Male,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,91.13,5288.13,Yes
CUST-00861,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,One year,Yes,Mailed check,108.66,7589.83,No
CUST-00862,Female,0,No,No,67,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,Yes,One year,No,Electronic check,36.28,2434.09,No
CUST-00863,Male,0,Yes,No,8,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),67.00999999999999,514.27,Yes
CUST-00864,Male,0,Yes,Yes,56,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,88.53,4972.33,Yes
CUST-00865,Male,1,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No,One year,Yes,Mailed check,84.73,5182.93,Yes
CUST-00866,Female,1,Yes,No,50,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No,Yes,One year,Yes,Credit card (automatic),41.53,2076.38,Yes
CUST-00867,Female,1,Yes,Yes,59,No,No phone service,DSL,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,81.06,4769.55,Yes
CUST-00868,Female,0,No,No,61,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),77.82,4753.24,No
CUST-00869,Female,0,No,No,32,No,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,56.35,1785.45,Yes
CUST-00870,Male,1,Yes,Yes,2,Yes,No,DSL,Yes,No internet service,No,No internet service,No,Yes,Two year,Yes,Electronic check,50.94,102.57,No
CUST-00871,Female,0,No,No,33,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.05,1483.61,No
CUST-00872,Male,0,No,No,14,No,No phone service,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,76.58,1124.72,Yes
CUST-00873,Female,0,No,No,8,No,No phone service,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,72.67,556.82,Yes
CUST-00874,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,128.75,1105.4,Yes
CUST-00875,Male,0,No,Yes,50,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),138.14,6894.25,Yes
CUST-00876,Female,1,No,Yes,36,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,96.6,3443.29,No
CUST-00877,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,110.07,4278.2,Yes
CUST-00878,Female,0,No,No,54,Yes,No,DSL,No,No internet service,No,Yes,No,Yes,Two year,Yes,Mailed check,55.26,2958.09,No
CUST-00879,Male,1,Yes,Yes,40,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,114.3,4553.91,Yes
CUST-00880,Male,0,Yes,No,45,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.7,3565.2,Yes
CUST-00881,Female,0,No,No,6,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,One year,Yes,Electronic check,72.09,451.8,Yes
CUST-00882,Male,1,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),104.92,6504.07,No
CUST-00883,Female,0,Yes,Yes,32,No,No phone service,DSL,No internet service,No internet service,No,No,No,No,Two year,Yes,Bank transfer (automatic),53.84,1744.39,No
CUST-00884,Male,0,Yes,No,11,Yes,No,No,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),62.48,688.09,Yes
CUST-00885,Female,0,Yes,Yes,59,Yes,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),45.71,2715.46,No
CUST-00886,Male,0,No,No,53,Yes,No,No,No internet service,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),36.17,1910.97,Yes
CUST-00887,Male,0,No,Yes,3,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,63.34,221.91,Yes
CUST-00888,Female,0,Yes,Yes,14,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No,One year,No,Electronic check,50.83,721.04,No
CUST-00889,Female,0,Yes,Yes,1,Yes,No,No,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.0,27.299999999999997,Yes
CUST-00890,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,105.05,2008.33,Yes
CUST-00891,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,73.8,517.14,No
CUST-00892,Female,1,No,No,51,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),50.91,2592.36,Yes
CUST-00893,Female,0,No,No,38,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,62.04,2359.44,No
CUST-00894,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,Two year,Yes,Electronic check,35.73,2551.85,No
CUST-00895,Female,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.94,5246.41,Yes
CUST-00896,Male,0,No,Yes,44,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,One year,No,Electronic check,103.77,4558.86,No
CUST-00897,Female,0,No,No,37,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,No,Two year,No,Mailed check,55.14,2053.83,No
CUST-00898,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,101.32,308.92,Yes
CUST-00899,Female,1,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,86.29,408.92,Yes
CUST-00900,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),72.05,3122.84,No
CUST-00901,Female,1,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.17,0.0,Yes
CUST-00902,Female,1,Yes,No,3,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Two year,No,Mailed check,67.2,197.86,Yes
CUST-00903,Male,0,Yes,No,15,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,90.34,1385.38,Yes
CUST-00904,Male,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No,Yes,No,Two year,No,Mailed check,29.59,1909.66,No
CUST-00905,Male,0,No,No,33,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),42.64,1391.25,No
CUST-00906,Female,1,Yes,Yes,51,Yes,No,No,No,Yes,No internet service,No,No internet service,No,One year,Yes,Electronic check,30.5,1505.47,Yes
CUST-00907,Female,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,90.32,2700.36,Yes
CUST-00908,Male,0,Yes,Yes,12,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.28,1058.62,No
CUST-00909,Male,1,No,No,27,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),65.89,1788.04,No
CUST-00910,Male,0,Yes,No,6,Yes,No,DSL,No,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),40.51,220.84,Yes
CUST-00911,Female,0,No,No,56,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Two year,Yes,Credit card (automatic),88.05,4934.36,Yes
CUST-00912,Female,0,No,Yes,13,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),78.15,1019.5,No
CUST-00913,Male,1,No,Yes,27,Yes,No,DSL,No internet service,No,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),70.25,1916.47,Yes
CUST-00914,Male,1,No,No,71,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),46.19,3273.35,No
CUST-00915,Female,0,Yes,Yes,43,Yes,No,DSL,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,79.4,3423.06,No
CUST-00916,Male,0,Yes,Yes,33,Yes,No,No,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,56.02,1854.43,Yes
CUST-00917,Male,0,No,No,39,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,90.59,3550.52,Yes
CUST-00918,Female,0,Yes,Yes,57,Yes,No,No,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),40.32,2281.84,No
CUST-00919,Female,0,Yes,Yes,18,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),81.34,1402.7,No
CUST-00920,Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),101.38,4658.74,No
CUST-00921,Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,107.3,6755.28,Yes
CUST-00922,Male,0,Yes,No,41,No,No phone service,No,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),51.55,2090.4,Yes
CUST-00923,Male,0,No,Yes,32,Yes,No,DSL,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,62.3,1963.44,No
CUST-00924,Female,0,No,Yes,10,Yes,Yes,DSL,No,No,Yes,No internet service,No,No internet service,One year,No,Electronic check,48.51,473.61,No
CUST-00925,Male,0,No,No,18,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),37.09,665.32,No
CUST-00926,Female,0,No,No,69,Yes,No,DSL,Yes,No internet service,No,No,Yes,No,One year,Yes,Credit card (automatic),66.87,4615.94,Yes
CUST-00927,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),76.2,2926.09,No
CUST-00928,Male,1,No,Yes,21,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,55.36,1127.49,Yes
CUST-00929,Male,0,Yes,Yes,30,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,71.42,2165.19,No
CUST-00930,Female,0,Yes,Yes,42,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,73.47,3081.95,No
CUST-00931,Male,1,No,Yes,39,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,98.13,3827.02,Yes
CUST-00932,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),78.77,3990.6,Yes
CUST-00933,Male,0,Yes,Yes,18,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,104.68,1884.15,Yes
CUST-00934,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,130.57999999999998,6129.75,No
CUST-00935,Female,1,Yes,Yes,32,Yes,No,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,37.29,1180.91,No
CUST-00936,Female,0,Yes,Yes,68,Yes,No,DSL,Yes,No,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),56.86,3837.24,Yes
CUST-00937,Male,1,Yes,Yes,11,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),72.95,785.08,Yes
CUST-00938,Female,0,No,No,10,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,No,Two year,Yes,Electronic check,45.2,491.44,Yes
CUST-00939,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,97.75,3218.76,Yes
CUST-00940,Female,0,Yes,No,37,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),93.61,3479.36,Yes
CUST-00941,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),95.23,4757.57,Yes
CUST-00942,Female,0,No,Yes,29,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,53.35,1540.91,No
CUST-00943,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,90.04,5929.92,No
CUST-00944,Female,1,Yes,Yes,34,Yes,No,No,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),37.61,1305.65,No
CUST-00945,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),87.03,790.73,Yes
CUST-00946,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.25,810.21,Yes
CUST-00947,Female,0,No,Yes,71,Yes,No,DSL,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,64.2,4550.32,No
CUST-00948,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,116.76,1072.36,Yes
CUST-00949,Male,0,No,No,69,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,53.57,3639.56,No
CUST-00950,Female,0,Yes,Yes,20,Yes,No,No,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,30.38,613.81,No
CUST-00951,Male,0,Yes,No,6,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,106.26,648.31,Yes
CUST-00952,Male,0,Yes,Yes,22,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.9,1654.81,Yes
CUST-00953,Male,1,Yes,No,44,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,71.59,3153.05,No
CUST-00954,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,One year,Yes,Mailed check,94.12,2927.77,No
CUST-00955,Male,0,Yes,Yes,57,Yes,No,No,No internet service,Yes,Yes,No,No,No internet service,One year,Yes,Mailed check,35.31,,No
CUST-00956,Male,0,Yes,No,44,Yes,No,DSL,Yes,No internet service,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),64.34,2847.8,No
CUST-00957,Male,0,No,No,29,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,88.09,2560.56,Yes
CUST-00958,Female,1,Yes,Yes,46,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),76.5,3515.94,Yes
CUST-00959,Female,1,No,No,70,Yes,Yes,No,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.92,4126.5,No
CUST-00960,Female,1,No,Yes,30,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),33.1,1007.14,Yes
CUST-00961,Female,0,Yes,No,11,Yes,No,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,No,Electronic check,51.8,616.12,Yes
CUST-00962,Male,0,Yes,No,29,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,92.29,2688.61,Yes
CUST-00963,Female,0,No,Yes,61,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),59.61,3652.42,No
CUST-00964,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,83.72,1259.67,Yes
CUST-00965,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No,One year,No,Electronic check,79.77,5542.16,No
CUST-00966,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,103.99,4338.26,Yes
CUST-00967,Male,1,No,No,43,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),83.8,3568.65,Yes
CUST-00968,Male,0,No,No,23,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),89.79,2068.23,No
CUST-00969,Female,0,Yes,No,67,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,72.86,4894.82,No
CUST-00970,Female,1,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Two year,No,Credit card (automatic),66.05,92.46999999999998,No
CUST-00971,Male,0,No,No,21,Yes,No,DSL,No,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),35.56,746.69,Yes
CUST-00972,Male,0,Yes,No,30,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,110.58,3313.79,Yes
CUST-00973,Male,0,No,No,34,Yes,No,No,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.22,1382.36,Yes
CUST-00974,Male,1,Yes,Yes,34,Yes,Yes,No,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,64.89,,Yes
CUST-00975,Female,0,Yes,Yes,10,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),76.84,732.24,Yes
CUST-00976,Male,0,Yes,No,16,Yes,Yes,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.05,1339.2,Yes
CUST-00977,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),84.38,490.14,No
CUST-00978,Male,0,No,No,41,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),124.57,5122.15,No
CUST-00979,Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.5,1094.99,Yes
CUST-00980,Female,0,No,No,41,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),86.45,3532.04,Yes
CUST-00981,Female,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Credit card (automatic),72.7,3128.99,No
CUST-00982,Male,0,No,No,51,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),90.74,,No
CUST-00983,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,89.22,3520.57,Yes
CUST-00984,Female,0,No,Yes,47,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,60.66,2862.51,No
CUST-00985,Female,0,Yes,No,42,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,94.84,3999.0,Yes
